seed,model,threshold,precision,recall,f1
42,logreg_smote,0.0007051404381623395,0.16156462585034015,1.0,0.2781844802342606
42,logreg_smote,0.0010205493779560826,0.16170212765957448,1.0,0.2783882783882784
42,logreg_smote,0.001385121718020659,0.16183986371379896,1.0,0.2785923753665689
42,logreg_smote,0.0027122045434278025,0.16197783461210571,1.0,0.27879677182685253
42,logreg_smote,0.0029710135864909797,0.1621160409556314,1.0,0.2790014684287812
42,logreg_smote,0.0030607857433081866,0.16225448334756618,1.0,0.27920646583394565
42,logreg_smote,0.0032202900588617204,0.1623931623931624,1.0,0.27941176470588236
42,logreg_smote,0.0035609407235986917,0.16167664670658682,0.9947368421052631,0.2781456953642384
42,logreg_smote,0.0035950151419622987,0.1618150684931507,0.9947368421052631,0.2783505154639175
42,logreg_smote,0.0046019819077969745,0.16195372750642673,0.9947368421052631,0.27855563743551953
42,logreg_smote,0.00494577714394603,0.1620926243567753,0.9947368421052631,0.27876106194690264
42,logreg_smote,0.005006404399703674,0.16223175965665235,0.9947368421052631,0.2789667896678967
42,logreg_smote,0.005443682171950933,0.16237113402061856,0.9947368421052631,0.2791728212703102
42,logreg_smote,0.005831709892926711,0.16251074806534824,0.9947368421052631,0.2793791574279379
42,logreg_smote,0.006526071019199983,0.16265060240963855,0.9947368421052631,0.27958579881656803
42,logreg_smote,0.006741618810288647,0.16279069767441862,0.9947368421052631,0.27979274611398963
42,logreg_smote,0.006924741915752797,0.1629310344827586,0.9947368421052631,0.28
42,logreg_smote,0.007404084635954601,0.1630716134598792,0.9947368421052631,0.2802075611564122
42,logreg_smote,0.007416198750177379,0.16321243523316062,0.9947368421052631,0.28041543026706234
42,logreg_smote,0.008120520492079064,0.1633535004321521,0.9947368421052631,0.2806236080178174
42,logreg_smote,0.008279816733732986,0.16349480968858132,0.9947368421052631,0.28083209509658247
42,logreg_smote,0.008301548042252489,0.16363636363636364,0.9947368421052631,0.2810408921933086
42,logreg_smote,0.008351588515890835,0.1637781629116118,0.9947368421052631,0.28125
42,logreg_smote,0.008417324524383105,0.16392020815264527,0.9947368421052631,0.2814594192107223
42,logreg_smote,0.008606291717555,0.1640625,0.9947368421052631,0.2816691505216095
42,logreg_smote,0.008695976252706813,0.16420503909643788,0.9947368421052631,0.2818791946308725
42,logreg_smote,0.008827043014185656,0.16434782608695653,0.9947368421052631,0.28208955223880594
42,logreg_smote,0.009379309372520253,0.16449086161879894,0.9947368421052631,0.28230022404779687
42,logreg_smote,0.010143224909640394,0.16463414634146342,0.9947368421052631,0.2825112107623319
42,logreg_smote,0.01033446131442045,0.16477768090671316,0.9947368421052631,0.2827225130890052
42,logreg_smote,0.011402563893370153,0.1649214659685864,0.9947368421052631,0.28293413173652693
42,logreg_smote,0.012287729063892732,0.16506550218340613,0.9947368421052631,0.28314606741573034
42,logreg_smote,0.012655646322664376,0.1652097902097902,0.9947368421052631,0.28335832083958024
42,logreg_smote,0.012898954826541582,0.16535433070866143,0.9947368421052631,0.2835708927231808
42,logreg_smote,0.013124951679742675,0.16549912434325745,0.9947368421052631,0.28378378378378377
42,logreg_smote,0.013278631664309357,0.1656441717791411,0.9947368421052631,0.28399699474079637
42,logreg_smote,0.013711806833549462,0.16578947368421051,0.9947368421052631,0.28421052631578947
42,logreg_smote,0.013857711313101576,0.16593503072870938,0.9947368421052631,0.28442437923250563
42,logreg_smote,0.013934085517688665,0.16608084358523725,0.9947368421052631,0.2846385542168675
42,logreg_smote,0.01476256334974662,0.1662269129287599,0.9947368421052631,0.28485305199698574
42,logreg_smote,0.014778386998545502,0.16637323943661972,0.9947368421052631,0.2850678733031674
42,logreg_smote,0.014813528617816266,0.16651982378854627,0.9947368421052631,0.28528301886792456
42,logreg_smote,0.015241409174264324,0.16666666666666666,0.9947368421052631,0.2854984894259818
42,logreg_smote,0.015300146412361007,0.16681376875551632,0.9947368421052631,0.28571428571428575
42,logreg_smote,0.015374837370266846,0.16696113074204946,0.9947368421052631,0.28593040847201207
42,logreg_smote,0.01584489802088216,0.16710875331564987,0.9947368421052631,0.2861468584405753
42,logreg_smote,0.016131046373430807,0.1672566371681416,0.9947368421052631,0.2863636363636364
42,logreg_smote,0.01621891529722904,0.16740478299379982,0.9947368421052631,0.28658074298711145
42,logreg_smote,0.016383097036824414,0.1675531914893617,0.9947368421052631,0.2867981790591806
42,logreg_smote,0.01662245937067036,0.16770186335403728,0.9947368421052631,0.2870159453302962
42,logreg_smote,0.016656321828869284,0.16785079928952043,0.9947368421052631,0.2872340425531915
42,logreg_smote,0.016947820256770316,0.168,0.9947368421052631,0.28745247148288977
42,logreg_smote,0.017381577196176664,0.16814946619217083,0.9947368421052631,0.28767123287671237
42,logreg_smote,0.01756243931345337,0.1682991985752449,0.9947368421052631,0.2878903274942879
42,logreg_smote,0.01771337331965695,0.16844919786096257,0.9947368421052631,0.288109756097561
42,logreg_smote,0.01771771479306708,0.16859946476360393,0.9947368421052631,0.28832951945080093
42,logreg_smote,0.017856757725832388,0.16875,0.9947368421052631,0.2885496183206107
42,logreg_smote,0.017902622477464106,0.16890080428954424,0.9947368421052631,0.2887700534759358
42,logreg_smote,0.0183407152503478,0.16905187835420393,0.9947368421052631,0.28899082568807344
42,logreg_smote,0.018511346763895733,0.1692032229185318,0.9947368421052631,0.28921193573068094
42,logreg_smote,0.01866440656147711,0.1693548387096774,0.9947368421052631,0.28943338437978555
42,logreg_smote,0.019922271510659974,0.16950672645739912,0.9947368421052631,0.2896551724137931
42,logreg_smote,0.0200571087978645,0.1696588868940754,0.9947368421052631,0.2898773006134969
42,logreg_smote,0.02041691434066171,0.16981132075471697,0.9947368421052631,0.29009976976208746
42,logreg_smote,0.020538315696786453,0.16996402877697842,0.9947368421052631,0.2903225806451613
42,logreg_smote,0.020640937292943883,0.1701170117011701,0.9947368421052631,0.29054573405073014
42,logreg_smote,0.020898278033152817,0.17027027027027028,0.9947368421052631,0.2907692307692308
42,logreg_smote,0.02092214816562039,0.1704238052299369,0.9947368421052631,0.29099307159353344
42,logreg_smote,0.0216378976622911,0.17057761732851986,0.9947368421052631,0.29121725731895226
42,logreg_smote,0.021801192953776794,0.17073170731707318,0.9947368421052631,0.2914417887432537
42,logreg_smote,0.021987383077986002,0.17088607594936708,0.9947368421052631,0.29166666666666663
42,logreg_smote,0.022266989326521238,0.17104072398190046,0.9947368421052631,0.2918918918918919
42,logreg_smote,0.022514277432292385,0.17119565217391305,0.9947368421052631,0.29211746522411125
42,logreg_smote,0.02255499917223469,0.17135086128739802,0.9947368421052631,0.2923433874709977
42,logreg_smote,0.022596271177580653,0.17150635208711434,0.9947368421052631,0.29256965944272445
42,logreg_smote,0.02266674068630891,0.17166212534059946,0.9947368421052631,0.2927962819519752
42,logreg_smote,0.022724862760228413,0.17181818181818181,0.9947368421052631,0.2930232558139535
42,logreg_smote,0.022746373314463168,0.17197452229299362,0.9947368421052631,0.2932505818463925
42,logreg_smote,0.02286789939193804,0.1721311475409836,0.9947368421052631,0.2934782608695652
42,logreg_smote,0.023113609059423553,0.1722880583409298,0.9947368421052631,0.2937062937062937
42,logreg_smote,0.023308264204132755,0.17244525547445255,0.9947368421052631,0.29393468118195953
42,logreg_smote,0.023725862843194688,0.1726027397260274,0.9947368421052631,0.29416342412451363
42,logreg_smote,0.023757127430288027,0.17276051188299818,0.9947368421052631,0.29439252336448596
42,logreg_smote,0.024239390702332917,0.1729185727355901,0.9947368421052631,0.29462197973499604
42,logreg_smote,0.024286251062718343,0.17307692307692307,0.9947368421052631,0.2948517940717628
42,logreg_smote,0.024361303356179132,0.17323556370302476,0.9947368421052631,0.29508196721311475
42,logreg_smote,0.024475011635499363,0.17339449541284405,0.9947368421052631,0.2953125
42,logreg_smote,0.024495842203952598,0.17263544536271808,0.9894736842105263,0.29397967161845184
42,logreg_smote,0.02475879402689889,0.17279411764705882,0.9894736842105263,0.29420970266040686
42,logreg_smote,0.024936918283587534,0.17295308187672492,0.9894736842105263,0.29444009397024273
42,logreg_smote,0.024984009649152244,0.1731123388581952,0.9894736842105263,0.29467084639498436
42,logreg_smote,0.025128471239419293,0.17327188940092167,0.9894736842105263,0.2949019607843137
42,logreg_smote,0.02516727428941979,0.17343173431734318,0.9894736842105263,0.29513343799058084
42,logreg_smote,0.0251699308693789,0.17359187442289936,0.9894736842105263,0.2953652788688138
42,logreg_smote,0.025677288070965476,0.17375231053604437,0.9894736842105263,0.29559748427672955
42,logreg_smote,0.02574958813113079,0.17391304347826086,0.9894736842105263,0.2958300550747443
42,logreg_smote,0.026493878125347568,0.17407407407407408,0.9894736842105263,0.29606299212598425
42,logreg_smote,0.02696560438697506,0.1742354031510658,0.9894736842105263,0.29629629629629634
42,logreg_smote,0.026976280558066466,0.17439703153988867,0.9894736842105263,0.29652996845425866
42,logreg_smote,0.02719521408972776,0.1745589600742804,0.9894736842105263,0.2967640094711918
42,logreg_smote,0.027287948974384007,0.17472118959107807,0.9894736842105263,0.29699842022116907
42,logreg_smote,0.027306986801545096,0.17488372093023255,0.9894736842105263,0.2972332015810277
42,logreg_smote,0.028100599468683922,0.1750465549348231,0.9894736842105263,0.2974683544303798
42,logreg_smote,0.028783988748255038,0.17520969245107176,0.9894736842105263,0.2977038796516231
42,logreg_smote,0.029167294305226417,0.17537313432835822,0.9894736842105263,0.2979397781299525
42,logreg_smote,0.02926461977864183,0.17553688141923435,0.9894736842105263,0.2981760507533703
42,logreg_smote,0.029381826188184,0.17570093457943925,0.9894736842105263,0.2984126984126984
42,logreg_smote,0.02987091832988503,0.17586529466791395,0.9894736842105263,0.29864972200158857
42,logreg_smote,0.029895229026319362,0.1760299625468165,0.9894736842105263,0.2988871224165342
42,logreg_smote,0.03012455371075111,0.17619493908153702,0.9894736842105263,0.2991249005568815
42,logreg_smote,0.030535862438953083,0.17636022514071295,0.9894736842105263,0.29936305732484075
42,logreg_smote,0.030788364731902107,0.17652582159624414,0.9894736842105263,0.299601593625498
42,logreg_smote,0.03085995269402784,0.17669172932330826,0.9894736842105263,0.29984051036682613
42,logreg_smote,0.031220459379012435,0.17685794920037629,0.9894736842105263,0.3000798084596967
42,logreg_smote,0.031227581734978152,0.17702448210922786,0.9894736842105263,0.30031948881789133
42,logreg_smote,0.03139476060172209,0.177191328934967,0.9894736842105263,0.3005595523581135
42,logreg_smote,0.031688715425727446,0.17735849056603772,0.9894736842105263,0.3008
42,logreg_smote,0.03184714985633461,0.17752596789423986,0.9894736842105263,0.30104083266613296
42,logreg_smote,0.03229907006038827,0.1776937618147448,0.9894736842105263,0.3012820512820513
42,logreg_smote,0.0334936884117125,0.17786187322611163,0.9894736842105263,0.301523656776263
42,logreg_smote,0.033666322878845835,0.17803030303030304,0.9894736842105263,0.30176565008025685
42,logreg_smote,0.033729492476246764,0.17819905213270143,0.9894736842105263,0.302008032128514
42,logreg_smote,0.03388395458717925,0.17836812144212524,0.9894736842105263,0.3022508038585209
42,logreg_smote,0.03388928282185669,0.1785375118708452,0.9894736842105263,0.3024939662107804
42,logreg_smote,0.03425592494746829,0.17870722433460076,0.9894736842105263,0.30273752012882443
42,logreg_smote,0.034670904399945635,0.17887725975261656,0.9894736842105263,0.3029814665592265
42,logreg_smote,0.03499983638351526,0.17904761904761904,0.9894736842105263,0.30322580645161284
42,logreg_smote,0.03507769234652621,0.17921830314585319,0.9894736842105263,0.30347054075867635
42,logreg_smote,0.0351149157187968,0.17938931297709923,0.9894736842105263,0.3037156704361874
42,logreg_smote,0.035156719932645256,0.17860553963705827,0.9842105263157894,0.30234438156831045
42,logreg_smote,0.03520835442747865,0.17877629063097514,0.9842105263157894,0.302588996763754
42,logreg_smote,0.035455421870037064,0.17894736842105263,0.9842105263157894,0.30283400809716604
42,logreg_smote,0.03566242010705812,0.17911877394636017,0.9842105263157894,0.30307941653160453
42,logreg_smote,0.03618148601042468,0.17929050814956854,0.9842105263157894,0.3033252230332522
42,logreg_smote,0.03626812101415243,0.17946257197696738,0.9842105263157894,0.30357142857142855
42,logreg_smote,0.036428519280028326,0.17963496637848222,0.9842105263157894,0.30381803411860275
42,logreg_smote,0.03643106529170829,0.1798076923076923,0.9842105263157894,0.30406504065040646
42,logreg_smote,0.03787796260904446,0.17998075072184794,0.9842105263157894,0.3043124491456468
42,logreg_smote,0.03838051728311896,0.18015414258188825,0.9842105263157894,0.30456026058631924
42,logreg_smote,0.038409052546673206,0.18032786885245902,0.9842105263157894,0.30480847595762023
42,logreg_smote,0.03862758743752341,0.1805019305019305,0.9842105263157894,0.30505709624796085
42,logreg_smote,0.0387022827824924,0.18067632850241547,0.9842105263157894,0.3053061224489796
42,logreg_smote,0.03893080598139674,0.18085106382978725,0.9842105263157894,0.3055555555555556
42,logreg_smote,0.03898711579563386,0.18102613746369797,0.9842105263157894,0.3058053965658218
42,logreg_smote,0.039207335999511726,0.1812015503875969,0.9842105263157894,0.3060556464811784
42,logreg_smote,0.039442718321846246,0.1813773035887488,0.9842105263157894,0.30630630630630634
42,logreg_smote,0.039773430082470584,0.18058252427184465,0.9789473684210527,0.30491803278688523
42,logreg_smote,0.03998826977539016,0.18075801749271136,0.9789473684210527,0.3051681706316653
42,logreg_smote,0.04114505165261134,0.18093385214007782,0.9789473684210527,0.3054187192118227
42,logreg_smote,0.04159158529205092,0.18111002921129504,0.9789473684210527,0.30566967953985213
42,logreg_smote,0.04226018655612273,0.18128654970760233,0.9789473684210527,0.305921052631579
42,logreg_smote,0.04335713657074611,0.18146341463414634,0.9789473684210527,0.3061728395061728
42,logreg_smote,0.04342556776720116,0.181640625,0.9789473684210527,0.3064250411861615
42,logreg_smote,0.043754279532113305,0.18084066471163246,0.9736842105263158,0.30502885408079145
42,logreg_smote,0.04391648289987905,0.18101761252446183,0.9736842105263158,0.30528052805280526
42,logreg_smote,0.04445371957676198,0.1811949069539667,0.9736842105263158,0.305532617671346
42,logreg_smote,0.04565110712239017,0.18137254901960784,0.9736842105263158,0.3057851239669422
42,logreg_smote,0.04784326628939136,0.1815505397448479,0.9736842105263158,0.30603804797353185
42,logreg_smote,0.04820858404674198,0.18172888015717092,0.9736842105263158,0.30629139072847683
42,logreg_smote,0.048320591581077786,0.18190757128810225,0.9736842105263158,0.30654515327257664
42,logreg_smote,0.05054665234310947,0.18208661417322836,0.9736842105263158,0.3067993366500829
42,logreg_smote,0.051548997865857836,0.18226600985221675,0.9736842105263158,0.3070539419087137
42,logreg_smote,0.05182803425086928,0.18244575936883628,0.9736842105263158,0.30730897009966773
42,logreg_smote,0.05237746520272343,0.18262586377097728,0.9736842105263158,0.3075644222776392
42,logreg_smote,0.052545135110361525,0.18280632411067194,0.9736842105263158,0.30782029950083195
42,logreg_smote,0.052620199716873296,0.18298714144411474,0.9736842105263158,0.3080766028309742
42,logreg_smote,0.05265182727126701,0.18316831683168316,0.9736842105263158,0.30833333333333335
42,logreg_smote,0.05282287678661603,0.18334985133795836,0.9736842105263158,0.30859049207673056
42,logreg_smote,0.05283247744554149,0.18353174603174602,0.9736842105263158,0.3088480801335559
42,logreg_smote,0.054205320705297155,0.18371400198609733,0.9736842105263158,0.30910609857978283
42,logreg_smote,0.054400749154602045,0.18389662027833,0.9736842105263158,0.3093645484949833
42,logreg_smote,0.05638767838661799,0.18407960199004975,0.9736842105263158,0.30962343096234307
42,logreg_smote,0.0564843785467049,0.18426294820717132,0.9736842105263158,0.30988274706867674
42,logreg_smote,0.05659776023279874,0.18444666001994017,0.9736842105263158,0.3101424979044426
42,logreg_smote,0.05729453701859186,0.18463073852295409,0.9736842105263158,0.3104026845637584
42,logreg_smote,0.05751434258990947,0.1848151848151848,0.9736842105263158,0.31066330814441645
42,logreg_smote,0.05779352812921922,0.184,0.968421052631579,0.3092436974789916
42,logreg_smote,0.05871007657652548,0.1841841841841842,0.968421052631579,0.30950378469301937
42,logreg_smote,0.058776455322258746,0.1843687374749499,0.968421052631579,0.30976430976430974
42,logreg_smote,0.05947227337281146,0.18455366098294884,0.968421052631579,0.3100252737994945
42,logreg_smote,0.05956410326140557,0.18473895582329317,0.968421052631579,0.3102866779089376
42,logreg_smote,0.059795574353116075,0.1849246231155779,0.968421052631579,0.3105485232067511
42,logreg_smote,0.060149819410843415,0.1851106639839034,0.968421052631579,0.3108108108108108
42,logreg_smote,0.060484722507649025,0.18529707955689828,0.968421052631579,0.3110735418427726
42,logreg_smote,0.06062707938821616,0.18548387096774194,0.968421052631579,0.311336717428088
42,logreg_smote,0.060849212120653036,0.1856710393541877,0.968421052631579,0.31160033869602033
42,logreg_smote,0.060981152581960366,0.18585858585858586,0.968421052631579,0.31186440677966104
42,logreg_smote,0.0610149292876201,0.18604651162790697,0.968421052631579,0.31212892281594573
42,logreg_smote,0.06148831153191326,0.1862348178137652,0.968421052631579,0.31239388794567063
42,logreg_smote,0.061528545140123056,0.18642350557244175,0.968421052631579,0.3126593033135089
42,logreg_smote,0.06160563343055637,0.18661257606490872,0.968421052631579,0.31292517006802717
42,logreg_smote,0.06277823183345416,0.18680203045685279,0.968421052631579,0.3131914893617021
42,logreg_smote,0.06334684765276305,0.18699186991869918,0.968421052631579,0.313458262350937
42,logreg_smote,0.06521086524262824,0.1871820956256358,0.968421052631579,0.3137254901960785
42,logreg_smote,0.06532901171971417,0.18737270875763748,0.968421052631579,0.31399317406143346
42,logreg_smote,0.06540804409669132,0.1875637104994903,0.968421052631579,0.31426131511528604
42,logreg_smote,0.06558288042241789,0.18775510204081633,0.968421052631579,0.3145299145299146
42,logreg_smote,0.0662972400176964,0.18794688457609807,0.968421052631579,0.31479897348160824
42,logreg_smote,0.06735746370208547,0.18813905930470348,0.968421052631579,0.3150684931506849
42,logreg_smote,0.06751172136673016,0.18833162743091095,0.968421052631579,0.31533847472150817
42,logreg_smote,0.06792334698718931,0.1885245901639344,0.968421052631579,0.31560891938250424
42,logreg_smote,0.06794798694573222,0.18871794871794872,0.968421052631579,0.3158798283261803
42,logreg_smote,0.06848435779464222,0.188911704312115,0.968421052631579,0.3161512027491409
42,logreg_smote,0.06886498827614297,0.18910585817060638,0.968421052631579,0.3164230438521066
42,logreg_smote,0.06929411747313279,0.18930041152263374,0.968421052631579,0.31669535283993117
42,logreg_smote,0.06933606851420776,0.18949536560247168,0.968421052631579,0.3169681309216193
42,logreg_smote,0.06942244297004645,0.18969072164948453,0.968421052631579,0.3172413793103448
42,logreg_smote,0.06960937348184829,0.18988648090815274,0.968421052631579,0.31751509922346854
42,logreg_smote,0.07088168703769024,0.19008264462809918,0.968421052631579,0.31778929188255617
42,logreg_smote,0.07113314898061829,0.19027921406411583,0.968421052631579,0.31806395851339675
42,logreg_smote,0.07165089327325161,0.19047619047619047,0.968421052631579,0.3183391003460207
42,logreg_smote,0.07196557536087923,0.19067357512953367,0.968421052631579,0.31861471861471863
42,logreg_smote,0.07210287253675965,0.1908713692946058,0.968421052631579,0.31889081455805884
42,logreg_smote,0.07217606137531787,0.19106957424714435,0.968421052631579,0.3191673894189072
42,logreg_smote,0.07236357110216958,0.19126819126819128,0.968421052631579,0.3194444444444444
42,logreg_smote,0.07238864233714692,0.1914672216441207,0.968421052631579,0.31972198088618586
42,logreg_smote,0.0724560338237522,0.19166666666666668,0.968421052631579,0.32
42,logreg_smote,0.07351098312334967,0.19186652763295098,0.968421052631579,0.32027850304612704
42,logreg_smote,0.07389952115288118,0.19206680584551147,0.968421052631579,0.32055749128919864
42,logreg_smote,0.07423100721009285,0.19122257053291536,0.9631578947368421,0.31909328683522226
42,logreg_smote,0.07445386154677212,0.19142259414225943,0.9631578947368421,0.3193717277486911
42,logreg_smote,0.07508157641056291,0.19162303664921465,0.9631578947368421,0.31965065502183404
42,logreg_smote,0.07515638811312272,0.1918238993710692,0.9631578947368421,0.31993006993006995
42,logreg_smote,0.07518915046089533,0.19202518363064008,0.9631578947368421,0.32020997375328086
42,logreg_smote,0.07520692148229745,0.19222689075630253,0.9631578947368421,0.32049036777583184
42,logreg_smote,0.07564474682086128,0.19242902208201892,0.9631578947368421,0.32077125328659073
42,logreg_smote,0.0763043471562202,0.19263157894736843,0.9631578947368421,0.3210526315789474
42,logreg_smote,0.07632698599005014,0.1928345626975764,0.9631578947368421,0.32133450395083407
42,logreg_smote,0.07712545960262862,0.1930379746835443,0.9631578947368421,0.3216168717047452
42,logreg_smote,0.07751413210997037,0.1932418162618796,0.9631578947368421,0.32189973614775724
42,logreg_smote,0.0775256535743751,0.193446088794926,0.9631578947368421,0.3221830985915493
42,logreg_smote,0.07755520475970691,0.19365079365079366,0.9631578947368421,0.3224669603524229
42,logreg_smote,0.07781680717300804,0.19385593220338984,0.9631578947368421,0.3227513227513228
42,logreg_smote,0.07813377878103596,0.19406150583244963,0.9631578947368421,0.323036187113857
42,logreg_smote,0.07829260995996307,0.1932059447983015,0.9578947368421052,0.3215547703180212
42,logreg_smote,0.07842584124525087,0.19234856535600425,0.9526315789473684,0.3200707338638373
42,logreg_smote,0.07920937943367809,0.1925531914893617,0.9526315789473684,0.3203539823008849
42,logreg_smote,0.07927920026899608,0.19275825346112885,0.9526315789473684,0.320637732506643
42,logreg_smote,0.08055073146916321,0.1929637526652452,0.9526315789473684,0.32092198581560283
42,logreg_smote,0.08152433480425014,0.19316969050160085,0.9526315789473684,0.321206743566992
42,logreg_smote,0.08189575212834689,0.19337606837606838,0.9526315789473684,0.3214920071047957
42,logreg_smote,0.08246982960331935,0.19358288770053475,0.9526315789473684,0.3217777777777778
42,logreg_smote,0.08302087311263998,0.1937901498929336,0.9526315789473684,0.32206405693950174
42,logreg_smote,0.08359797176185506,0.1939978563772776,0.9526315789473684,0.3223508459483526
42,logreg_smote,0.08421189285054817,0.194206008583691,0.9526315789473684,0.3226381461675579
42,logreg_smote,0.08470156836276144,0.19441460794844254,0.9526315789473684,0.32292595896520965
42,logreg_smote,0.08493307795345777,0.19462365591397848,0.9526315789473684,0.3232142857142857
42,logreg_smote,0.08515798217238792,0.19483315392895587,0.9526315789473684,0.323503127792672
42,logreg_smote,0.08528294192867056,0.19504310344827586,0.9526315789473684,0.3237924865831842
42,logreg_smote,0.08534845577325642,0.19525350593311758,0.9526315789473684,0.32408236347358993
42,logreg_smote,0.08568015128963964,0.19546436285097193,0.9526315789473684,0.32437275985663083
42,logreg_smote,0.08581846075258835,0.19567567567567568,0.9526315789473684,0.32466367713004485
42,logreg_smote,0.08634493702507401,0.1958874458874459,0.9526315789473684,0.32495511669658883
42,logreg_smote,0.08662675655466505,0.19609967497291442,0.9526315789473684,0.3252470799640611
42,logreg_smote,0.08725563974370412,0.1963123644251627,0.9526315789473684,0.32553956834532377
42,logreg_smote,0.08735530089642485,0.19543973941368079,0.9473684210526315,0.32403240324032406
42,logreg_smote,0.08931587353119627,0.1956521739130435,0.9473684210526315,0.3243243243243243
