seed,method,bin,bin_n,bin_n_positive,bin_mean_predicted,bin_fraction_positive,calibration_gap,brier_score,brier_uncalibrated_baseline,brier_improvement_vs_uncalibrated,log_loss,roc_auc,mean_predicted_probability,actual_prevalence,mean_pred_over_prevalence_ratio,score_min,score_median,score_p95,score_p99,score_max,f9_7_low_count,f9_7_low_pct,f9_7_medium_count,f9_7_medium_pct,f9_7_high_count,f9_7_high_pct,matched_threshold,matched_precision,matched_recall,matched_f1
44,isotonic,0,118,5,0.010952613971787333,0.0423728813559322,0.03142026738414487,0.10507004742901367,0.1675857191431305,0.06251567171411683,0.37852975228394925,0.7986254937546706,0.16081552753478984,0.16156462585034015,0.995363475689015,0.0,0.08457849340202281,0.6019674427264146,0.8660077221740882,1.0,990,84.18,127,10.8,59,5.02,0.17057297627370502,0.3848396501457726,0.6947368421052632,0.49530956848030017
44,isotonic,1,128,8,0.031863502602166846,0.0625,0.030636497397833154,0.10507004742901367,0.1675857191431305,0.06251567171411683,0.37852975228394925,0.7986254937546706,0.16081552753478984,0.16156462585034015,0.995363475689015,0.0,0.08457849340202281,0.6019674427264146,0.8660077221740882,1.0,990,84.18,127,10.8,59,5.02,0.17057297627370502,0.3848396501457726,0.6947368421052632,0.49530956848030017
44,isotonic,2,108,7,0.049184195243677245,0.06481481481481481,0.015630619571137566,0.10507004742901367,0.1675857191431305,0.06251567171411683,0.37852975228394925,0.7986254937546706,0.16081552753478984,0.16156462585034015,0.995363475689015,0.0,0.08457849340202281,0.6019674427264146,0.8660077221740882,1.0,990,84.18,127,10.8,59,5.02,0.17057297627370502,0.3848396501457726,0.6947368421052632,0.49530956848030017
44,isotonic,3,120,2,0.06096796668994007,0.016666666666666666,-0.0443013000232734,0.10507004742901367,0.1675857191431305,0.06251567171411683,0.37852975228394925,0.7986254937546706,0.16081552753478984,0.16156462585034015,0.995363475689015,0.0,0.08457849340202281,0.6019674427264146,0.8660077221740882,1.0,990,84.18,127,10.8,59,5.02,0.17057297627370502,0.3848396501457726,0.6947368421052632,0.49530956848030017
44,isotonic,4,116,8,0.07520225101121998,0.06896551724137931,-0.006236733769840672,0.10507004742901367,0.1675857191431305,0.06251567171411683,0.37852975228394925,0.7986254937546706,0.16081552753478984,0.16156462585034015,0.995363475689015,0.0,0.08457849340202281,0.6019674427264146,0.8660077221740882,1.0,990,84.18,127,10.8,59,5.02,0.17057297627370502,0.3848396501457726,0.6947368421052632,0.49530956848030017
44,isotonic,5,116,9,0.09715519511638657,0.07758620689655173,-0.01956898821983484,0.10507004742901367,0.1675857191431305,0.06251567171411683,0.37852975228394925,0.7986254937546706,0.16081552753478984,0.16156462585034015,0.995363475689015,0.0,0.08457849340202281,0.6019674427264146,0.8660077221740882,1.0,990,84.18,127,10.8,59,5.02,0.17057297627370502,0.3848396501457726,0.6947368421052632,0.49530956848030017
44,isotonic,6,117,18,0.13225902689860072,0.15384615384615385,0.02158712694755313,0.10507004742901367,0.1675857191431305,0.06251567171411683,0.37852975228394925,0.7986254937546706,0.16081552753478984,0.16156462585034015,0.995363475689015,0.0,0.08457849340202281,0.6019674427264146,0.8660077221740882,1.0,990,84.18,127,10.8,59,5.02,0.17057297627370502,0.3848396501457726,0.6947368421052632,0.49530956848030017
44,isotonic,7,118,23,0.2053720056150574,0.19491525423728814,-0.010456751377769247,0.10507004742901367,0.1675857191431305,0.06251567171411683,0.37852975228394925,0.7986254937546706,0.16081552753478984,0.16156462585034015,0.995363475689015,0.0,0.08457849340202281,0.6019674427264146,0.8660077221740882,1.0,990,84.18,127,10.8,59,5.02,0.17057297627370502,0.3848396501457726,0.6947368421052632,0.49530956848030017
44,isotonic,8,117,38,0.3168133677486039,0.3247863247863248,0.007972957037720885,0.10507004742901367,0.1675857191431305,0.06251567171411683,0.37852975228394925,0.7986254937546706,0.16081552753478984,0.16156462585034015,0.995363475689015,0.0,0.08457849340202281,0.6019674427264146,0.8660077221740882,1.0,990,84.18,127,10.8,59,5.02,0.17057297627370502,0.3848396501457726,0.6947368421052632,0.49530956848030017
44,isotonic,9,118,72,0.6300952874826491,0.6101694915254238,-0.019925795957225323,0.10507004742901367,0.1675857191431305,0.06251567171411683,0.37852975228394925,0.7986254937546706,0.16081552753478984,0.16156462585034015,0.995363475689015,0.0,0.08457849340202281,0.6019674427264146,0.8660077221740882,1.0,990,84.18,127,10.8,59,5.02,0.17057297627370502,0.3848396501457726,0.6947368421052632,0.49530956848030017
45,isotonic,0,119,5,0.013666873551193674,0.04201680672268908,0.028349933171495405,0.10346330342150224,0.1686530717475439,0.06518976832604166,0.374754286192148,0.8084392014519057,0.16215047057151927,0.16156462585034015,1.0036260704847717,0.0,0.08327386758021435,0.5720785602562262,0.8845336002561175,0.9900626578949966,971,82.57,149,12.67,56,4.76,0.1702930402930403,0.4055727554179567,0.6894736842105263,0.5107212475633528
45,isotonic,1,120,8,0.031343711159828515,0.06666666666666667,0.03532295550683815,0.10346330342150224,0.1686530717475439,0.06518976832604166,0.374754286192148,0.8084392014519057,0.16215047057151927,0.16156462585034015,1.0036260704847717,0.0,0.08327386758021435,0.5720785602562262,0.8845336002561175,0.9900626578949966,971,82.57,149,12.67,56,4.76,0.1702930402930403,0.4055727554179567,0.6894736842105263,0.5107212475633528
45,isotonic,2,128,6,0.050769872673127575,0.046875,-0.003894872673127575,0.10346330342150224,0.1686530717475439,0.06518976832604166,0.374754286192148,0.8084392014519057,0.16215047057151927,0.16156462585034015,1.0036260704847717,0.0,0.08327386758021435,0.5720785602562262,0.8845336002561175,0.9900626578949966,971,82.57,149,12.67,56,4.76,0.1702930402930403,0.4055727554179567,0.6894736842105263,0.5107212475633528
45,isotonic,3,107,2,0.0608294003150427,0.018691588785046728,-0.042137811529995975,0.10346330342150224,0.1686530717475439,0.06518976832604166,0.374754286192148,0.8084392014519057,0.16215047057151927,0.16156462585034015,1.0036260704847717,0.0,0.08327386758021435,0.5720785602562262,0.8845336002561175,0.9900626578949966,971,82.57,149,12.67,56,4.76,0.1702930402930403,0.4055727554179567,0.6894736842105263,0.5107212475633528
45,isotonic,4,114,7,0.07271636348449546,0.06140350877192982,-0.011312854712565643,0.10346330342150224,0.1686530717475439,0.06518976832604166,0.374754286192148,0.8084392014519057,0.16215047057151927,0.16156462585034015,1.0036260704847717,0.0,0.08327386758021435,0.5720785602562262,0.8845336002561175,0.9900626578949966,971,82.57,149,12.67,56,4.76,0.1702930402930403,0.4055727554179567,0.6894736842105263,0.5107212475633528
45,isotonic,5,119,14,0.09955923596846182,0.11764705882352941,0.01808782285506759,0.10346330342150224,0.1686530717475439,0.06518976832604166,0.374754286192148,0.8084392014519057,0.16215047057151927,0.16156462585034015,1.0036260704847717,0.0,0.08327386758021435,0.5720785602562262,0.8845336002561175,0.9900626578949966,971,82.57,149,12.67,56,4.76,0.1702930402930403,0.4055727554179567,0.6894736842105263,0.5107212475633528
45,isotonic,6,116,8,0.13409381427425404,0.06896551724137931,-0.06512829703287473,0.10346330342150224,0.1686530717475439,0.06518976832604166,0.374754286192148,0.8084392014519057,0.16215047057151927,0.16156462585034015,1.0036260704847717,0.0,0.08327386758021435,0.5720785602562262,0.8845336002561175,0.9900626578949966,971,82.57,149,12.67,56,4.76,0.1702930402930403,0.4055727554179567,0.6894736842105263,0.5107212475633528
45,isotonic,7,118,31,0.19930986429831787,0.2627118644067797,0.06340200010846181,0.10346330342150224,0.1686530717475439,0.06518976832604166,0.374754286192148,0.8084392014519057,0.16215047057151927,0.16156462585034015,1.0036260704847717,0.0,0.08327386758021435,0.5720785602562262,0.8845336002561175,0.9900626578949966,971,82.57,149,12.67,56,4.76,0.1702930402930403,0.4055727554179567,0.6894736842105263,0.5107212475633528
45,isotonic,8,117,33,0.3340090430526699,0.28205128205128205,-0.051957761001387825,0.10346330342150224,0.1686530717475439,0.06518976832604166,0.374754286192148,0.8084392014519057,0.16215047057151927,0.16156462585034015,1.0036260704847717,0.0,0.08327386758021435,0.5720785602562262,0.8845336002561175,0.9900626578949966,971,82.57,149,12.67,56,4.76,0.1702930402930403,0.4055727554179567,0.6894736842105263,0.5107212475633528
45,isotonic,9,118,76,0.6271554370068518,0.6440677966101694,0.016912359603317606,0.10346330342150224,0.1686530717475439,0.06518976832604166,0.374754286192148,0.8084392014519057,0.16215047057151927,0.16156462585034015,1.0036260704847717,0.0,0.08327386758021435,0.5720785602562262,0.8845336002561175,0.9900626578949966,971,82.57,149,12.67,56,4.76,0.1702930402930403,0.4055727554179567,0.6894736842105263,0.5107212475633528
